GO,AncestorGroup,AncestorGroupIndex,Color
GO:0051966,"cell communication,regulation of cellular process,cell-cell signaling,regulation of signaling,regulation of biological process",700.0,116.0
GO:0051967,"cell communication,negative regulation of cellular process,regulation of cellular process,cell-cell signaling,regulation of signaling,negative regulation of signaling,negative regulation of biological process,regulation of biological process",644.0,107.0
GO:0051968,"cell communication,positive regulation of cellular process,regulation of cellular process,cell-cell signaling,regulation of signaling,positive regulation of signaling,positive regulation of biological process,regulation of biological process",667.0,112.0
GO:0051973,"nitrogen compound metabolic process,biosynthetic process,positive regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,positive regulation of cellular process,regulation of cellular process,positive regulation of biological process,regulation of biological process,regulation of molecular function",2975.0,557.0
GO:0051974,"nitrogen compound metabolic process,biosynthetic process,negative regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,negative regulation of cellular process,regulation of cellular process,negative regulation of biological process,regulation of biological process,regulation of molecular function",2919.0,550.0
GO:0051983,"chromosome segregation,regulation of cellular process,regulation of biological process",1622.0,332.0
GO:0052695,"cellular metabolic process,small molecule metabolic process,organic substance metabolic process",1568.0,316.0
GO:0052696,"cellular metabolic process,small molecule metabolic process,organic substance metabolic process",1568.0,316.0
GO:0052697,"cellular metabolic process,small molecule metabolic process,organic substance metabolic process,cellular response to stimulus,response to chemical",1570.0,317.0
GO:0055001,"cellular developmental process,anatomical structure development",1371.0,252.0
GO:0055003,"actin filament-based process,cellular developmental process,cellular component organization or biogenesis,multicellular organism development,anatomical structure morphogenesis,anatomical structure formation involved in morphogenesis,anatomical structure development",31.0,5.0
GO:0055007,"cellular developmental process,multicellular organism development,anatomical structure development",1405.0,264.0
GO:0055008,"multicellular organism development,anatomical structure morphogenesis,anatomical structure development",2464.0,471.0
GO:0055010,"multicellular organism development,anatomical structure morphogenesis,anatomical structure development",2464.0,471.0
GO:0055013,"cellular developmental process,multicellular organism development,anatomical structure development",1405.0,264.0
GO:0055064,regulation of biological quality,3607.0,707.0
GO:0055072,regulation of biological quality,3607.0,707.0
GO:0055074,regulation of biological quality,3607.0,707.0
GO:0055075,regulation of biological quality,3607.0,707.0
GO:0055078,regulation of biological quality,3607.0,707.0
GO:0055088,regulation of biological quality,3607.0,707.0
GO:0055089,regulation of biological quality,3607.0,707.0
GO:0055091,regulation of biological quality,3607.0,707.0
GO:0055093,"response to stress,response to abiotic stimulus",4234.0,806.0
GO:0055117,"system process,regulation of multicellular organismal process,regulation of biological process",4653.0,849.0
GO:0055119,system process,4578.0,834.0
GO:0055129,"nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process",2876.0,545.0
GO:0060021,anatomical structure development,71.0,21.0
GO:0060037,"multicellular organism development,anatomical structure development",2451.0,469.0
GO:0060038,"cell population proliferation,multicellular organism development,organ growth,developmental growth,anatomical structure development",1297.0,227.0
GO:0060041,"multicellular organism development,anatomical structure development",2451.0,469.0
GO:0060044,"cell population proliferation,negative regulation of cellular process,regulation of cellular process,multicellular organism development,organ growth,regulation of multicellular organismal process,negative regulation of multicellular organismal process,developmental growth,anatomical structure development,regulation of developmental process,negative regulation of developmental process,regulation of growth,negative regulation of growth,negative regulation of biological process,regulation of biological process",1307.0,229.0
GO:0060045,"cell population proliferation,positive regulation of cellular process,regulation of cellular process,multicellular organism development,organ growth,regulation of multicellular organismal process,positive regulation of multicellular organismal process,developmental growth,anatomical structure development,regulation of developmental process,positive regulation of developmental process,regulation of growth,positive regulation of growth,positive regulation of biological process,regulation of biological process",1321.0,233.0
GO:0060047,system process,4578.0,834.0
GO:0060048,system process,4578.0,834.0
GO:0060055,"multicellular organism development,anatomical structure morphogenesis,anatomical structure formation involved in morphogenesis,anatomical structure development,response to stress",2477.0,474.0
GO:0060065,"reproductive process,developmental process involved in reproduction,multicellular organism development,anatomical structure development",3996.0,782.0
GO:0060068,"reproductive process,developmental process involved in reproduction,multicellular organism development,anatomical structure development",3996.0,782.0
GO:0060070,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,cell-cell signaling,regulation of biological process",917.0,152.0
GO:0060071,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,cell-cell signaling,multicellular organism development,anatomical structure morphogenesis,anatomical structure development,regulation of developmental process,regulation of biological process",908.0,151.0
GO:0060074,"cellular component organization or biogenesis,multicellular organism development,developmental maturation,anatomical structure development",1359.0,246.0
GO:0060078,regulation of biological quality,3607.0,707.0
GO:0060079,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,cell-cell signaling,system process,regulation of biological process,regulation of biological quality",932.0,156.0
GO:0060080,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,cell-cell signaling,system process,regulation of biological process,regulation of biological quality",932.0,156.0
GO:0060081,regulation of biological quality,3607.0,707.0
GO:0060088,"cellular developmental process,cellular component organization or biogenesis,multicellular organism development,anatomical structure morphogenesis,anatomical structure development",1388.0,259.0
GO:0060100,"vesicle-mediated transport,positive regulation of cellular process,regulation of cellular process,cellular component organization or biogenesis,positive regulation of transport,regulation of localization,positive regulation of biological process,establishment of localization,regulation of biological process",4818.0,884.0
GO:0060122,"cellular developmental process,cellular component organization or biogenesis,multicellular organism development,anatomical structure development",1384.0,256.0
GO:0060124,"cell communication,positive regulation of cellular process,regulation of cellular process,export from cell,cell-cell signaling,regulation of signaling,positive regulation of signaling,positive regulation of transport,regulation of localization,positive regulation of biological process,establishment of localization,regulation of biological process,regulation of biological quality",682.0,115.0
GO:0060134,"system process,negative regulation of response to stimulus,negative regulation of biological process,regulation of response to stimulus,response to external stimulus,regulation of biological process",4621.0,841.0
GO:0060135,"reproductive process,multicellular organism reproduction,multi-organism reproductive process,multicellular organismal reproductive process,multi-multicellular organism process",4123.0,788.0
GO:0060158,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,response to endogenous stimulus,response to chemical,regulation of biological process",995.0,166.0
GO:0060173,"multicellular organism development,anatomical structure development",2451.0,469.0
GO:0060174,"multicellular organism development,anatomical structure morphogenesis,anatomical structure formation involved in morphogenesis,anatomical structure development",2471.0,472.0
GO:0060213,"nitrogen compound metabolic process,catabolic process,biosynthetic process,negative regulation of metabolic process,positive regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,positive regulation of cellular process,negative regulation of cellular process,regulation of cellular process,positive regulation of biological process,negative regulation of biological process,regulation of biological process,regulation of biological quality",3066.0,564.0
GO:0060216,"immune system development,multicellular organism development,anatomical structure development",2014.0,389.0
GO:0060218,"immune system development,cellular developmental process,multicellular organism development,anatomical structure development",2002.0,386.0
GO:0060236,"microtubule-based process,cell cycle,cell cycle process,regulation of cellular process,cellular component organization or biogenesis,regulation of biological process",2141.0,418.0
GO:0060252,"cell population proliferation,positive regulation of cellular process,cellular developmental process,regulation of cellular process,multicellular organism development,regulation of multicellular organismal process,positive regulation of multicellular organismal process,anatomical structure development,regulation of developmental process,positive regulation of developmental process,positive regulation of biological process,regulation of biological process",1313.0,231.0
GO:0060261,"nitrogen compound metabolic process,biosynthetic process,positive regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,positive regulation of cellular process,regulation of cellular process,positive regulation of biological process,regulation of biological process",2973.0,556.0
GO:0060285,"movement of cell or subcellular component,localization of cell,cell motility",2320.0,445.0
GO:0060287,"movement of cell or subcellular component,microtubule-based process,multicellular organism development,pattern specification process,anatomical structure development,establishment of localization",2357.0,455.0
GO:0060291,"cell communication,positive regulation of cellular process,regulation of cellular process,cell-cell signaling,regulation of signaling,positive regulation of signaling,positive regulation of biological process,regulation of biological process,regulation of biological quality",668.0,113.0
GO:0060292,"cell communication,negative regulation of cellular process,regulation of cellular process,cell-cell signaling,regulation of signaling,negative regulation of signaling,negative regulation of biological process,regulation of biological process,regulation of biological quality",645.0,108.0
GO:0060294,"movement of cell or subcellular component,microtubule-based process,localization of cell,cell motility",2354.0,454.0
GO:0060306,"regulation of cellular process,transmembrane transport,regulation of localization,establishment of localization,regulation of biological process,regulation of biological quality",3671.0,723.0
GO:0060307,"regulation of cellular process,cellular localization,transmembrane transport,regulation of localization,establishment of localization,regulation of biological process,regulation of biological quality",3644.0,715.0
GO:0060314,"cellular homeostasis,negative regulation of cellular process,regulation of cellular process,cellular localization,maintenance of location in cell,transmembrane transport,regulation of localization,negative regulation of biological process,establishment of localization,maintenance of location,regulation of biological process,regulation of biological quality,regulation of molecular function",1466.0,284.0
GO:0060315,"cellular homeostasis,positive regulation of cellular process,negative regulation of cellular process,regulation of cellular process,cellular localization,maintenance of location in cell,transmembrane transport,negative regulation of transport,regulation of localization,positive regulation of biological process,negative regulation of biological process,establishment of localization,maintenance of location,regulation of biological process,regulation of biological quality,regulation of molecular function",1471.0,285.0
GO:0060316,"cellular homeostasis,positive regulation of cellular process,negative regulation of cellular process,regulation of cellular process,cellular localization,maintenance of location in cell,transmembrane transport,positive regulation of transport,regulation of localization,positive regulation of biological process,negative regulation of biological process,establishment of localization,maintenance of location,regulation of biological process,regulation of biological quality,regulation of molecular function",1473.0,287.0
GO:0060317,"cellular developmental process,multicellular organism development,anatomical structure morphogenesis,anatomical structure development",1406.0,265.0
GO:0060322,anatomical structure development,71.0,21.0
GO:0060324,anatomical structure development,71.0,21.0
GO:0060325,"anatomical structure morphogenesis,anatomical structure development",79.0,22.0
GO:0060326,"movement of cell or subcellular component,localization of cell,cellular response to stimulus,taxis,cell motility,response to external stimulus,response to chemical",2326.0,446.0
GO:0060333,"immune response,cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,response to other organism,response to stress,response to external stimulus,response to biotic stimulus,response to chemical,regulation of biological process",1972.0,377.0
GO:0060337,"immune response,cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,response to other organism,response to stress,response to external stimulus,response to biotic stimulus,response to chemical,regulation of biological process",1972.0,377.0
GO:0060339,"regulation of immune system process,negative regulation of immune system process,immune response,cell communication,signal transduction,negative regulation of cellular process,regulation of cellular process,cellular response to stimulus,regulation of signaling,negative regulation of signaling,response to other organism,negative regulation of response to stimulus,negative regulation of biological process,regulation of response to stimulus,response to stress,response to external stimulus,response to biotic stimulus,response to chemical,regulation of biological process",3745.0,737.0
GO:0060340,"regulation of immune system process,positive regulation of immune system process,immune response,cell communication,signal transduction,positive regulation of cellular process,regulation of cellular process,cellular response to stimulus,regulation of signaling,positive regulation of signaling,response to other organism,positive regulation of response to stimulus,positive regulation of biological process,regulation of response to stimulus,response to stress,response to external stimulus,response to biotic stimulus,response to chemical,regulation of biological process",3780.0,745.0
GO:0060347,"multicellular organism development,anatomical structure morphogenesis,anatomical structure formation involved in morphogenesis,anatomical structure development",2471.0,472.0
GO:0060348,"multicellular organism development,anatomical structure development",2451.0,469.0
GO:0060349,"multicellular organism development,anatomical structure morphogenesis,anatomical structure development",2464.0,471.0
GO:0060354,"negative regulation of cellular process,regulation of cellular process,cell adhesion molecule production,negative regulation of biological process,regulation of biological process",2710.0,510.0
GO:0060371,"regulation of cellular process,regulation of biological process,regulation of biological quality",3666.0,721.0
GO:0060384,"multicellular organism development,anatomical structure development",2451.0,469.0
GO:0060389,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,regulation of biological process",3185.0,593.0
GO:0060391,"cell communication,signal transduction,positive regulation of cellular process,regulation of cellular process,cellular response to stimulus,regulation of signaling,positive regulation of signaling,positive regulation of response to stimulus,positive regulation of biological process,regulation of response to stimulus,regulation of biological process",885.0,146.0
GO:0060392,"cell communication,signal transduction,negative regulation of cellular process,regulation of cellular process,cellular response to stimulus,regulation of signaling,negative regulation of signaling,negative regulation of response to stimulus,negative regulation of biological process,regulation of response to stimulus,regulation of biological process",840.0,138.0
GO:0060394,"nitrogen compound metabolic process,negative regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,cell communication,signal transduction,negative regulation of cellular process,regulation of cellular process,cellular response to stimulus,regulation of signaling,negative regulation of signaling,negative regulation of response to stimulus,negative regulation of biological process,regulation of response to stimulus,regulation of biological process",3233.0,608.0
GO:0060395,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,regulation of biological process",966.0,158.0
GO:0060396,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,response to endogenous stimulus,response to chemical,regulation of biological process",995.0,166.0
GO:0060397,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,response to endogenous stimulus,response to chemical,regulation of biological process",995.0,166.0
GO:0060402,"cellular homeostasis,cellular localization,establishment of localization,regulation of biological quality",1456.0,280.0
GO:0060411,"multicellular organism development,anatomical structure morphogenesis,anatomical structure development",2464.0,471.0
GO:0060412,"multicellular organism development,anatomical structure morphogenesis,anatomical structure development",2464.0,471.0
GO:0060413,"multicellular organism development,anatomical structure morphogenesis,anatomical structure development",2464.0,471.0
GO:0060416,"response to endogenous stimulus,response to chemical",4213.0,797.0
GO:0060425,"multicellular organism development,anatomical structure morphogenesis,anatomical structure development",2464.0,471.0
GO:0060441,"morphogenesis of a branching structure,multicellular organism development,anatomical structure morphogenesis,anatomical structure development",2203.0,427.0
GO:0060444,"morphogenesis of a branching structure,multicellular organism development,anatomical structure morphogenesis,anatomical structure development",2203.0,427.0
GO:0060445,"morphogenesis of a branching structure,multicellular organism development,anatomical structure morphogenesis,anatomical structure development",2203.0,427.0
GO:0060544,"cell death,regulation of cellular process,regulation of biological process",1192.0,210.0
GO:0060546,"cell death,negative regulation of cellular process,regulation of cellular process,negative regulation of biological process,regulation of biological process",1166.0,208.0
GO:0060548,"cell death,negative regulation of cellular process,regulation of cellular process,negative regulation of biological process,regulation of biological process",1166.0,208.0
GO:0060586,"multicellular organismal homeostasis,regulation of biological quality",2639.0,492.0
GO:0060612,"multicellular organism development,anatomical structure development",2451.0,469.0
GO:0060644,"cellular developmental process,multicellular organism development,anatomical structure development",1405.0,264.0
GO:0060670,"reproductive process,developmental process involved in reproduction,morphogenesis of a branching structure,multicellular organism development,anatomical structure morphogenesis,anatomical structure development",3991.0,781.0
GO:0060674,"reproductive process,developmental process involved in reproduction,multicellular organism development,anatomical structure development",3996.0,782.0
GO:0060707,"reproductive process,cellular developmental process,developmental process involved in reproduction,multicellular organism development,anatomical structure development",3983.0,779.0
GO:0060716,"reproductive process,developmental process involved in reproduction,multicellular organism development,anatomical structure development",3996.0,782.0
GO:0060749,"multicellular organism development,anatomical structure development",2451.0,469.0
GO:0060765,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,regulation of signaling,regulation of response to stimulus,response to endogenous stimulus,response to chemical,regulation of biological process",984.0,162.0
GO:0060766,"cell communication,signal transduction,negative regulation of cellular process,regulation of cellular process,cellular response to stimulus,regulation of signaling,negative regulation of signaling,negative regulation of response to stimulus,negative regulation of biological process,regulation of response to stimulus,response to endogenous stimulus,response to chemical,regulation of biological process",846.0,140.0
GO:0060828,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,cell-cell signaling,regulation of signaling,regulation of response to stimulus,regulation of biological process",925.0,153.0
GO:0060907,"immune effector process,production of molecular mediator of immune response,regulation of immune system process,positive regulation of immune system process,immune response,positive regulation of metabolic process,regulation of metabolic process,organic substance metabolic process,cytokine production,regulation of multicellular organismal process,positive regulation of multicellular organismal process,positive regulation of biological process,regulation of biological process",1858.0,369.0
GO:0060965,"negative regulation of metabolic process,positive regulation of metabolic process,regulation of metabolic process,organic substance metabolic process,negative regulation of gene silencing,positive regulation of biological process,negative regulation of biological process,regulation of biological process",2768.0,519.0
GO:0060968,"negative regulation of metabolic process,regulation of metabolic process,organic substance metabolic process,negative regulation of biological process,regulation of biological process",2803.0,528.0
GO:0060976,"multicellular organism development,anatomical structure development",2451.0,469.0
GO:0060996,"cellular developmental process,cellular component organization or biogenesis,multicellular organism development,anatomical structure development",1384.0,256.0
GO:0060997,"cellular developmental process,cellular component organization or biogenesis,multicellular organism development,anatomical structure morphogenesis,anatomical structure development",1388.0,259.0
GO:0060998,"cellular developmental process,cellular component organization or biogenesis,multicellular organism development,anatomical structure development,regulation of developmental process,regulation of biological process",1387.0,258.0
GO:0060999,"cellular developmental process,cellular component organization or biogenesis,multicellular organism development,anatomical structure development,regulation of developmental process,positive regulation of developmental process,positive regulation of biological process,regulation of biological process",1386.0,257.0
GO:0061001,"cellular developmental process,regulation of cellular process,cellular component organization or biogenesis,multicellular organism development,anatomical structure morphogenesis,anatomical structure development,regulation of developmental process,regulation of biological process,regulation of biological quality",1432.0,273.0
GO:0061003,"positive regulation of cellular process,cellular developmental process,regulation of cellular process,cellular component organization or biogenesis,multicellular organism development,regulation of multicellular organismal process,positive regulation of multicellular organismal process,anatomical structure morphogenesis,anatomical structure development,regulation of developmental process,positive regulation of developmental process,positive regulation of biological process,regulation of biological process,regulation of biological quality",3444.0,665.0
GO:0061014,"nitrogen compound metabolic process,catabolic process,negative regulation of metabolic process,positive regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,positive regulation of cellular process,regulation of cellular process,positive regulation of biological process,negative regulation of biological process,regulation of biological process",3112.0,575.0
GO:0061024,cellular component organization or biogenesis,1344.0,239.0
GO:0061025,cellular component organization or biogenesis,1344.0,239.0
GO:0061028,"cellular developmental process,anatomical structure development",1371.0,252.0
GO:0061029,"multicellular organism development,anatomical structure development",2451.0,469.0
GO:0061036,"multicellular organism development,regulation of multicellular organismal process,positive regulation of multicellular organismal process,anatomical structure development,regulation of developmental process,positive regulation of developmental process,positive regulation of biological process,regulation of biological process",2616.0,487.0
GO:0061045,"negative regulation of response to stimulus,negative regulation of biological process,regulation of response to stimulus,response to stress,response to external stimulus,regulation of biological process",2828.0,532.0
GO:0061049,"cell growth,cellular developmental process,system process,multicellular organism development,organ growth,developmental growth,anatomical structure development",1216.0,213.0
GO:0061051,"cell growth,positive regulation of cellular process,cellular developmental process,regulation of cellular process,cellular component organization or biogenesis,system process,multicellular organism development,organ growth,regulation of multicellular organismal process,positive regulation of multicellular organismal process,developmental growth,anatomical structure development,regulation of developmental process,positive regulation of developmental process,regulation of growth,positive regulation of growth,positive regulation of biological process,regulation of response to stimulus,muscle adaptation,regulation of biological process",1237.0,219.0
GO:0061052,"cell growth,negative regulation of cellular process,cellular developmental process,regulation of cellular process,cellular component organization or biogenesis,system process,multicellular organism development,organ growth,regulation of multicellular organismal process,negative regulation of multicellular organismal process,developmental growth,anatomical structure development,regulation of developmental process,negative regulation of developmental process,regulation of growth,negative regulation of growth,negative regulation of biological process,regulation of response to stimulus,muscle adaptation,regulation of biological process",1225.0,215.0
GO:0061053,"multicellular organism development,anatomical structure development",2451.0,469.0
GO:0061061,anatomical structure development,71.0,21.0
GO:0061077,protein folding,3594.0,704.0
GO:0061098,"nitrogen compound metabolic process,positive regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,positive regulation of cellular process,regulation of cellular process,positive regulation of biological process,regulation of biological process,regulation of molecular function",3293.0,630.0
GO:0061099,"nitrogen compound metabolic process,negative regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,negative regulation of cellular process,regulation of cellular process,negative regulation of biological process,regulation of biological process,regulation of molecular function",3252.0,617.0
GO:0061136,"nitrogen compound metabolic process,catabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,regulation of cellular process,regulation of biological process",3158.0,587.0
GO:0061157,"nitrogen compound metabolic process,catabolic process,biosynthetic process,negative regulation of metabolic process,positive regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,positive regulation of cellular process,negative regulation of cellular process,regulation of cellular process,positive regulation of biological process,negative regulation of biological process,regulation of biological process,regulation of biological quality",3066.0,564.0
GO:0061158,"nitrogen compound metabolic process,catabolic process,biosynthetic process,negative regulation of metabolic process,positive regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,positive regulation of cellular process,negative regulation of cellular process,regulation of cellular process,positive regulation of biological process,negative regulation of biological process,regulation of biological process,regulation of biological quality",3066.0,564.0
GO:0061178,"cell communication,cellular homeostasis,regulation of cellular process,cellular localization,cellular response to stimulus,export from cell,cell-cell signaling,regulation of signaling,regulation of localization,response to chemical,macromolecule localization,establishment of localization,regulation of biological process,regulation of biological quality",595.0,98.0
GO:0061179,"cell communication,cellular homeostasis,negative regulation of cellular process,regulation of cellular process,cellular localization,cellular response to stimulus,export from cell,cell-cell signaling,regulation of signaling,negative regulation of signaling,negative regulation of response to stimulus,negative regulation of transport,negative regulation of establishment of protein localization,regulation of localization,negative regulation of biological process,regulation of response to stimulus,response to chemical,macromolecule localization,establishment of localization,regulation of biological process,regulation of biological quality",592.0,96.0
GO:0061303,"multicellular organism development,anatomical structure development",2451.0,469.0
GO:0061314,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,multicellular organism development,anatomical structure development,regulation of biological process",944.0,157.0
GO:0061351,cell population proliferation,1280.0,223.0
GO:0061436,"multicellular organism development,multicellular organismal homeostasis,anatomical structure development,regulation of biological quality",2514.0,477.0
GO:0061462,"cellular localization,macromolecule localization",1501.0,296.0
GO:0061484,regulation of biological quality,3607.0,707.0
GO:0061512,"cellular localization,macromolecule localization",1501.0,296.0
GO:0061564,"cellular developmental process,cellular component organization or biogenesis,multicellular organism development,anatomical structure development",1384.0,256.0
GO:0061621,"NADH metabolic process,nitrogen compound metabolic process,catabolic process,NAD metabolic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,ATP metabolic process,organic substance metabolic process",17.0,0.0
GO:0061635,regulation of biological quality,3607.0,707.0
GO:0061640,"cell cycle,cell cycle process,cell division",1056.0,182.0
GO:0061709,"catabolic process,cellular metabolic process,process utilizing autophagic mechanism,cellular component organization or biogenesis",363.0,62.0
GO:0061744,907,907.0,907.0
GO:0061760,"immune response,response to other organism,response to stress,response to external stimulus,response to biotic stimulus",1991.0,381.0
GO:0061820,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,cellular component organization or biogenesis",3189.0,594.0
GO:0061844,"immune response,response to other organism,response to external stimulus,response to biotic stimulus",1990.0,380.0
GO:0061952,"cell cycle,cell cycle process,cell division,cellular component organization or biogenesis",1058.0,183.0
GO:0062009,anatomical structure development,71.0,21.0
GO:0065003,cellular component organization or biogenesis,1344.0,239.0
GO:0070050,"cellular homeostasis,regulation of biological quality",1481.0,289.0
GO:0070059,"cell communication,signal transduction,cell death,regulation of cellular process,cellular response to stimulus,response to stress,regulation of biological process",753.0,132.0
GO:0070085,907,907.0,907.0
GO:0070098,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,response to chemical,regulation of biological process",994.0,165.0
GO:0070102,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,response to chemical,regulation of biological process",994.0,165.0
GO:0070131,"nitrogen compound metabolic process,biosynthetic process,positive regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,positive regulation of cellular process,regulation of cellular process,positive regulation of biological process,regulation of biological process",2973.0,556.0
GO:0070166,"multicellular organism development,anatomical structure morphogenesis,anatomical structure formation involved in morphogenesis,anatomical structure development,biomineral tissue development",2472.0,473.0
GO:0070168,"multicellular organism development,regulation of multicellular organismal process,negative regulation of multicellular organismal process,anatomical structure development,regulation of developmental process,negative regulation of developmental process,negative regulation of biomineralization,negative regulation of biological process,regulation of biomineralization,regulation of biological process,biomineral tissue development",2606.0,485.0
GO:0070198,"cellular localization,macromolecule localization",1501.0,296.0
GO:0070207,cellular component organization or biogenesis,1344.0,239.0
GO:0070212,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0070213,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0070262,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0070266,cell death,1131.0,202.0
GO:0070269,cell death,1131.0,202.0
GO:0070286,"microtubule-based process,cellular component organization or biogenesis",2149.0,421.0
GO:0070292,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0070301,"cellular response to stimulus,response to stress,response to chemical",1610.0,331.0
GO:0070306,"cellular developmental process,multicellular organism development,anatomical structure development",1405.0,264.0
GO:0070327,"establishment of localization,regulation of biological quality",1685.0,349.0
GO:0070328,regulation of biological quality,3607.0,707.0
GO:0070365,"cellular developmental process,multicellular organism development,anatomical structure development",1405.0,264.0
GO:0070371,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,regulation of biological process",966.0,158.0
GO:0070372,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,regulation of signaling,regulation of response to stimulus,regulation of biological process",979.0,159.0
GO:0070373,"cell communication,signal transduction,negative regulation of cellular process,regulation of cellular process,cellular response to stimulus,regulation of signaling,negative regulation of signaling,negative regulation of response to stimulus,negative regulation of biological process,regulation of response to stimulus,regulation of biological process",840.0,138.0
GO:0070383,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0070417,"cellular response to stimulus,response to stress,response to abiotic stimulus",1608.0,329.0
GO:0070475,"nitrogen compound metabolic process,methylation,cellular metabolic process,primary metabolic process,organic substance metabolic process,cellular component organization or biogenesis",3220.0,605.0
GO:0070498,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,response to chemical,regulation of biological process",994.0,165.0
GO:0070507,"microtubule-based process,regulation of cellular process,cellular component organization or biogenesis,regulation of biological process",2156.0,424.0
GO:0070508,"macromolecule localization,establishment of localization",2111.0,413.0
GO:0070509,establishment of localization,1683.0,348.0
GO:0070527,"cell activation,cell adhesion,coagulation,response to stress,regulation of biological quality",483.0,78.0
GO:0070528,"cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,regulation of biological process",966.0,158.0
GO:0070534,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0070536,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0070542,response to chemical,4205.0,795.0
GO:0070544,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,demethylation,organic substance metabolic process",3180.0,591.0
GO:0070555,response to chemical,4205.0,795.0
GO:0070584,"cellular developmental process,cellular component organization or biogenesis,anatomical structure morphogenesis,anatomical structure development",1382.0,255.0
GO:0070588,"transmembrane transport,establishment of localization",4725.0,863.0
GO:0070593,"cell recognition,cellular developmental process,multicellular organism development,anatomical structure development",1338.0,237.0
GO:0070613,"nitrogen compound metabolic process,regulation of metabolic process,primary metabolic process,organic substance metabolic process,regulation of biological process",3351.0,644.0
GO:0070633,establishment of localization,1683.0,348.0
GO:0070723,response to chemical,4205.0,795.0
GO:0070816,"nitrogen compound metabolic process,biosynthetic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,regulation of cellular process,regulation of biological process",3030.0,562.0
GO:0070830,cellular component organization or biogenesis,1344.0,239.0
GO:0070831,cellular component organization or biogenesis,1344.0,239.0
GO:0070836,cellular component organization or biogenesis,1344.0,239.0
GO:0070848,response to chemical,4205.0,795.0
GO:0070863,"positive regulation of cellular process,regulation of cellular process,cellular localization,positive regulation of transport,positive regulation of establishment of protein localization,regulation of localization,positive regulation of biological process,macromolecule localization,establishment of localization,regulation of biological process",3488.0,680.0
